date,text,id
2019-10-23 20:59:59,bom gosto=eh sherman?,1187156747502399489
2019-10-23 20:59:58,É bom né mano kkkk o meu ainda caiu no chão,1187156744667123712
2019-10-23 20:59:58,"Vou me afundar na produção... Eu vou ser bom, eu prometo!!!",1187156743484329985
2019-10-23 20:59:58,Tudu bom né beninaas kkk,1187156743324884993
2019-10-23 20:59:58,Quer pegar a mina só falando Bom dia Boa tarde Boa noite Tá achando que é porteiro ? Kkkkkk,1187156743115214853
2019-10-23 20:59:58,Pqp foi bom dmsss,1187156742020435968
2019-10-23 20:59:57,Vou ficar sozinha por um bom tempo agr,1187156740166561795
2019-10-23 20:59:57,eh um bom motivo,1187156739520630785
2019-10-23 20:59:56,não sei se é cheiro de hambúrguer ou de batata mais aqui no Peterson tem um cheiro mt bom,1187156735733026816
2019-10-23 20:59:56,"mas mano olha como essa poha é linda, risada tb é tão bom de escutar",1187156735703826433
2019-10-23 20:59:56,Parabéns meu Amoor Tudo de bom Que deus Te abençoe que você continua essa pessoa maravilhosa...,1187156733904470017
2019-10-23 20:59:56,"O lado bom de Ubatuba é que tem comida pra caralho e é de graça, além de estar a poucos passos do mar. O lado ruim é que é tão calmo e tão sem barulho que eu fico com sono demais aaaaaaaaaaaaaaaaaaaaaaa São 21 horas e eu tava achando que era meia noite",1187156733157924864
2019-10-23 20:59:55,"Responde sem medo 1- A sinceridade 2- G 3- jamais kkk 4- sim 5- R 6- sim, não 7- NÃO 8- M 9- L 10- acredito 11- sim 12- ouvir da minha ""mãe"" que ela tento me abortar 13- não 14- 3 dias 15- amor 16- muito 17- ja 18- Não 19- ignorar 20- replay sempre é bom kkk",1187156730913927168
2019-10-23 20:59:55,"- morar com a minha família é bom, mas na primeira oportunidade que eu tiver de sair de casa e ter meu canto, minha coisas, eu saio sem pensar duas vezes https://twitter.com/RubensMatheus44/status/1187133281118101509 …",1187156729806704641
2019-10-23 20:59:55,Como é bom chegar em casa cedo,1187156728661577728
2019-10-23 20:59:54,"I remember like two years ago when it seemed like the site was going to shut down, I really was genuinely flummoxed. Having emotional ties to a site that's as database'y as BOM is 100% silly but the reporting was good, consistent, and yeah the features were tremendous.",1187156726585278464
2019-10-23 20:59:54,eh muito bom ouvir o choro dos anti https://twitter.com/Flamengo/status/1187149060827996160 …,1187156726187020288
2019-10-23 20:59:54,Frase do dia. 23/10/2019. [È muito bom quando algo dá certo.] - Reminds.,1187156725771751426
2019-10-23 20:59:53,"Se o Flamengo ganhar vai ser bom, mas se perfeita vai ser bem melhor kkkkkkkkk",1187156722936418304
2019-10-23 20:59:53,"Quem entra p essa vida não sabe a dor que é perder alguém dessa forma, que ele esteja em um bom lugar e q Deus conforte a família.",1187156721120219138
2019-10-23 20:59:53,"Pedi pra minha mãe comprar umas cervejinha pra eu beber no jogo, eu chego em casa ela me fala "" comprei só 8 LATÕES tá bom?"" falei ""q isso kkkkkkkkk nem bebo isso"" aí ela "" bebe sim e no primeiro tempo sua fdp"" mães q sabem a filha que tem",1187156720482689024
2019-10-23 20:59:53,"Mas aí que é bom, você é ainda mais fofa assim bb",1187156720088502272
2019-10-23 20:59:52,Bom a folha tá fazendo notícia no mesmo nível de tweet de bolsonaro,1187156719367020545
2019-10-23 20:59:51,Luizy: Bom banho kkkk,1187156715696988160
2019-10-23 20:59:51,Acho bom,1187156713440448512
2019-10-23 20:59:50,"Cadê vocês secadores, só secam, dinheiro que é bom nada https://twitter.com/sdds_neymar/status/1187137722491781122 …",1187156711276240896
2019-10-23 20:59:50,[23/10 20:56] eduarda: tô precisando de umas blusas [23/10 20:56] eduarda: separa pra mim [23/10 20:56] Praga: Okay [23/10 20:56] Praga: Vou ver aq mt bom ter irmão,1187156709825044491
2019-10-23 20:59:50,"Fiz isso amiga, deu bom",1187156708847693826
2019-10-23 20:59:49,Alguém me indica um programa de editar fotos bom ?!,1187156706381434880
2019-10-23 20:59:48,Na tensão que eu tô.. Estar ctg seria bom. https://twitter.com/oipositividade/status/1187155995413401600 …,1187156701612597248
2019-10-23 20:59:48,"Senhor iluminai minha cabeça para fazer bom uso desse dinheiro, amém",1187156699133730816
2019-10-23 20:59:47,Que bom q um time sempre está unido ao um player,1187156698332569600
2019-10-23 20:59:45,"Hi! I'm a Bomshell from America, can I vote? If so where do I create the account? :(",1187156690065657861
2019-10-23 20:59:45,Aaa então tá bom,1187156689772056576
2019-10-23 20:59:45,우리 톡에 치면 속전속결이쥬 ㅋㅋㅋㅋㅋㅋ,1187156689100754944
2019-10-23 20:59:45,Que bom q vc é sensato,1187156689029652481
2019-10-23 20:59:44,Horas antes: Não pq a Jungyeon teve que cortar o cabelo dela por causa da personalidade que o JYP queria para ela. E o carinha do Ikon expulso do grupo por causa de maconha??? *** só tá fazendo bosta agora VOLTA CONCEITO BOM NÃO AMERICANIZADO! E a Hyuna com Dawn minina?????,1187156683816079363
2019-10-23 20:59:44,meu coração cheio de felicidade carinho amor e tudo de bom,1187156683342127104
2019-10-23 20:59:44,Tá bom Ryan,1187156683027632129
2019-10-23 20:59:43,"Hj foi muito bom de vdd, passei a tarde com a melhor pessoa",1187156681198833664
2019-10-23 20:59:43,Bom que fico falando sozinho,1187156679412068354
2019-10-23 20:59:43,como é bom sentir a presença dele,1187156678510333953
2019-10-23 20:59:42,só a vitória do grêmio pra deixar essa bosta de dia bom,1187156677658845184
2019-10-23 20:59:42,BOM MESMO,1187156675859505153
2019-10-23 20:59:42,@ 232Jeff bom dia,1187156675704303617
2019-10-23 20:59:42,O bom é que o prestígio dele talvez pressione os nosso treinadores. Falta quantidade e qualidade,1187156674467024900
2019-10-23 20:59:41,Que bom estou seguindo as pessoas certas Sem condições de ver briga por ship @ BTS_twt # POPTimeAward # GrupoDoAno BTShttps://twitter.com/jeonlouies/status/1187026459052953600 …,1187156672340467718
2019-10-23 20:59:41,Friozinho bom pra fazer uma sopinha pq se for uma Sophia meu pai me mata !! Kk,1187156671128395777
2019-10-23 20:59:40,ばくはつ まるぜんの棚,1187156667244302336
2019-10-23 20:59:40,"— tá bom, já entendi https://curiouscat.me/clenn/post/1007954106?t=1571875180 …",1187156667126996992
2019-10-23 20:59:40,Us menino e bom e punk rockista,1187156666334228482
2019-10-23 20:59:40,"não, pq é ""quase"" a mesma coisa que a fazenda, o bom do bebê é dar a chance pro pessoal ficar famoso, nem que por três meses",1187156665684189189
2019-10-23 20:59:39,Peguei uma dobrinha de leve hj no trabalho haha .. bom que ganho banco de hora pra sair cedo outro dia .,1187156664815734784
2019-10-23 20:59:39,Tão bom rever pessoas que você gosta,1187156664341979137
2019-10-23 20:59:39,Nosso trabalho de inglês ta muito bom,1187156664195174401
2019-10-23 20:59:39,O bom de Amanda ter tt é que finalmente posso mandar alguém as coisas que eu gosto,1187156663964504064
2019-10-23 20:59:39,Assistam estrelas além do tempo... filme bom demais,1187156663356313600
2019-10-23 20:59:38,Era tão bom que o Sport fizesse um Gol no Finalzinho,1187156660361613320
2019-10-23 20:59:38,Convidar que é bom nada,1187156659677859841
2019-10-23 20:59:38,o problema é q eu já queimei a largada então n vou ter tanta percepção p dizer se tá bom,1187156659266904065
2019-10-23 20:59:38,ta bom mas t o d o s os outros vc nao nos chamou ta,1187156657970790400
2019-10-23 20:59:37,Que bom é recíproco,1187156654418284544
2019-10-23 20:59:37,Tão bom conversar com alguém pra acalmar os ânimos,1187156653927534595
2019-10-23 20:59:36,"Opa, bagunça é bom, inclusive tem q fazer BARULHOOOO, quem sabe assim o governo federal ACORDA pra vida e começa a trabalhar. Parabéns aos ativistas",1187156651486470144
2019-10-23 20:59:36,Aga ko naman mambulabog dito kila bom,1187156650173456384
2019-10-23 20:59:36,hoje o tempo tá bom pra chupar um peitinho e tomar uma sopinha,1187156650160996353
2019-10-23 20:59:35,"O resultado bom hoje seria uma vitória nos pênaltis. Um ótimo seria uma vitória no tempo normal. Uma excelente seria um empate em 2x2 nos acréscimos do segundo tempo com a torcida flamenguista já gritando ""classificados"" e pedindo o fim do jogo.",1187156646293901313
2019-10-23 20:59:35,"Hipócritas!!! Ajudar que é bom, nada ! https://twitter.com/rsallesmma/status/1186987301425074176 …",1187156645564092418
2019-10-23 20:59:35,ta bom agr é real preciso ver andressinha e hyperanhas aqui em são carlos é issu,1187156645517910019
2019-10-23 20:59:34,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 싫어ㅜㅜㅜㅜ 안바꿀꺼야ㅜㅜㅜㅜㅜ 내 행복 뺏어가지마ㅜㅜㅜㅜㅜ,1187156643181551617
2019-10-23 20:59:34,"Eu to pilhando todos os amigos a casarem, pq gente, é muito bom",1187156642846130176
2019-10-23 20:59:33,"Pelo Amor de Deus, escutem o povo e o bom senso. ESTAMOS CANSADOS DE GENTE DESONESTA E CORRUPTA. O MAU NÃO PODE VENCER O BEM. ROSA WEBER, NOS SALVE # PrisaoEm2aInstanciaSim",1187156639864016897
2019-10-23 20:59:33,Eu sou uma pessoa que pensa mil vezes antes de tomar uma decisão... Fiquei o dia todo catando as coisas pra me decidir. Isso é bom e é ruim ao mesmo tempo.,1187156639721414660
2019-10-23 20:59:33,nossa que dia horrível eu tava 300% triste até receber as cartinhas dos meus alunos..... eh tao bom ser amado eu gosto viu,1187156638941302786
2019-10-23 20:59:33,"aí que bom AKDSJJS só vai, tá mto bom!",1187156637812973569
2019-10-23 20:59:33,panetone de chocolate ate que eh bom mas o de frutas,1187156637473263616
2019-10-23 20:59:32,cheguei pro jogo com zach e lauri jogando mal. o mundo não é um lugar tão bom agora...,1187156635992629248
2019-10-23 20:59:32,Casar com uma pessoa que tenha bom gosto musical pra q o nosso filho tenha bons exemplos em casa,1187156632683327488
2019-10-23 20:59:31,q dia bom,1187156630514913280
2019-10-23 20:59:30,"pizza no geral é muito bom, mas a de chocolate é surreal",1187156626450583552
2019-10-23 20:59:30,"coloquei meu tt no preto e que porra eh essa, prefiro meu velho e bom branco msm",1187156625829847041
2019-10-23 20:59:30,"Quero muito que o Clarkson tenha bom stats essa temporada, porque não vejo a hora dele ser trocado.",1187156624990965761
2019-10-23 20:59:30,"subway é bom q vc pode pedir qualquer um q tem td o msm gosto, sdds, porém agr to focado só poderia pedir de fosse um subWHEY",1187156624022081541
2019-10-23 20:59:29,eh bom q os jogadores do flamengo tenham tomado um banho de sal grosso daqueles antes do jogo..,1187156620859629569
2019-10-23 20:59:28,"Desqualificar o maior nadador brasileiro de todos os tempo, só porque ele vota e pensa diferente de você, estamos vivendo o fim dos tempos, pessoas dizem se você é bom ou ruim somente por voto ou se é de direita ou esquerda, nojo de pessoas assim. https://twitter.com/Olhar_Olimpico/status/1187129023098507264 …",1187156617168674817
2019-10-23 20:59:28,Libertadores com Galvão Bueno é bom demais,1187156616661098497
2019-10-23 20:59:28,Dá vontade de dançar! Bom demais!,1187156616069689344
2019-10-23 20:59:27,De 2 em 2min eu rindo q nem boba na ligação aiii mto bom,1187156612450009088
2019-10-23 20:59:27,"Rapaz, a disparidade técnica tá absurda.. se o Eventon não estiver em dia bom, já era.. tem como não.",1187156611946684418
2019-10-23 20:59:26,Ah bom,1187156610617135107
2019-10-23 20:59:26,"Papai do céu tá sendo muito bom comigo, só agradecer",1187156608008228875
2019-10-23 20:59:26,"Aquilo que não deu certo ontem esqueçe, recomeça hoje, a persistençia te faz vencer, insista se foi Deus que ordenou esforça e tenha bom ãnimo...bom diaa",1187156607626629122
2019-10-23 20:59:25,É o tipo de gente que diz que desigualdade é bom pq só assim teríamos pessoas trabalhando com o que eles consideram de sub emprego.,1187156604371853312
2019-10-23 20:59:23,"Acabei de descobrir que Grupo Bom do @ Um44kOficial é a história de uma suruba. Poxa, é minha música preferida deles",1187156597195321344
2019-10-23 20:59:23,Muito bom.,1187156596461318144
2019-10-23 20:59:23,15 dias pro show do cnco e eu não tenho ingresso nem vou ter o meet É bom eles voltarem ano q vem senão eu vou ficar de mal,1187156595568009216
2019-10-23 20:59:22,Tô na expectativa de conseguir me sair bem no 2 simulado Pq nesse mano Eu vou me fuder lindamente Pau no meu cu Bom que eu morra,1187156593940598785
2019-10-23 20:59:22,"A minha meta 2019 era aprender a plantar bananeira. Há! Tá bom. Vai nessa, Gabi. Tem perigo não.",1187156593168793600
2019-10-23 20:59:21,foda que eu sou gente boa sei fazer massagem topo tudo faço cafuné toco violão pra vc respondo rápido marco em meme jogo clash tenho bom gosto musical não iludo danço brega meu brigadeiro é top sou cheirosa assisto tuas séries e nem tem concorrência https://twitter.com/giselyalvesm/status/1187154427620286466 …,1187156589318422530
2019-10-23 20:59:21,Coringa é muito bom mano Muito muito muito bom,1187156589247172608
